# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 654  of event 'cpu-clock'
# Event count (approx.): 3286431750
#
# Overhead  Shared Object         Symbol                                                                                                                                                                                                                                                                 IPC   [IPC Coverage]
# ........  ....................  .....................................................................................................................................................................................................................................................................  ....................
#
     0.15%  postgres              [.] 0x00000000005c1970                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000005c1977                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000007b54ef                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000007cd73d                                                                                                                                                                                                                                                 -      -            
     0.15%  postgres              [.] 0x00000000007cd750                                                                                                                                                                                                                                                 -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
